
> backend@1.0.0 dev
> ts-node --transpile-only src/index.ts

[2026-03-06T23:50:08.118Z] GET /api/entries/217?periodo=2026
[2026-03-06T23:50:08.119Z] GET /api/entries/220?periodo=2026
[2026-03-06T23:50:08.119Z] GET /api/entries/222?periodo=2026
[2026-03-06T23:50:08.119Z] GET /api/entries/223?periodo=2026
[2026-03-06T23:50:08.120Z] GET /api/entries/221?periodo=2026
[2026-03-06T23:50:08.120Z] GET /api/entries/225?periodo=2026
[2026-03-06T23:50:08.121Z] GET /api/entries/224?periodo=2026
[2026-03-06T23:50:08.121Z] GET /api/entries/229?periodo=2026
[2026-03-06T23:50:08.122Z] GET /api/entries/226?periodo=2026
[2026-03-06T23:50:08.123Z] GET /api/entries/228?periodo=2026
[2026-03-06T23:50:08.123Z] GET /api/entries/230?periodo=2026
[2026-03-06T23:50:08.123Z] GET /api/entries/235?periodo=2026
[2026-03-06T23:50:08.124Z] GET /api/entries/233?periodo=2026
[2026-03-06T23:50:08.124Z] GET /api/entries/236?periodo=2026
[2026-03-06T23:50:08.125Z] GET /api/entries/234?periodo=2026
[2026-03-06T23:50:08.125Z] GET /api/entries/237?periodo=2026
[2026-03-06T23:50:08.125Z] GET /api/entries/238?periodo=2026
[2026-03-06T23:50:08.126Z] GET /api/entries/239?periodo=2026
[2026-03-06T23:50:08.126Z] GET /api/entries/240?periodo=2026
[2026-03-06T23:50:08.127Z] GET /api/entries/244?periodo=2026
[2026-03-06T23:50:08.127Z] GET /api/entries/243?periodo=2026
[2026-03-06T23:50:08.128Z] GET /api/entries/242?periodo=2026
[2026-03-06T23:50:08.128Z] GET /api/entries/245?periodo=2026
[2026-03-06T23:50:08.128Z] GET /api/entries/246?periodo=2026
[2026-03-06T23:50:08.128Z] GET /api/entries/247?periodo=2026
[2026-03-06T23:50:08.130Z] GET /api/entries/250?periodo=2026
[2026-03-06T23:50:08.131Z] GET /api/entries/248?periodo=2026
[2026-03-06T23:50:08.132Z] GET /api/entries/249?periodo=2026
[2026-03-06T23:50:08.132Z] GET /api/entries/251?periodo=2026
[2026-03-06T23:50:08.133Z] GET /api/entries/252?periodo=2026
[2026-03-06T23:50:08.133Z] GET /api/entries/253?periodo=2026
[2026-03-06T23:50:08.133Z] GET /api/entries/254?periodo=2026
[2026-03-06T23:50:08.134Z] GET /api/entries/255?periodo=2026
[2026-03-06T23:50:08.135Z] GET /api/entries/258?periodo=2026
[2026-03-06T23:50:08.135Z] GET /api/entries/257?periodo=2026
[2026-03-06T23:50:08.136Z] GET /api/entries/259?periodo=2026
[2026-03-06T23:50:08.136Z] GET /api/entries/260?periodo=2026
[2026-03-06T23:50:08.136Z] GET /api/entries/261?periodo=2026
[2026-03-06T23:50:08.137Z] GET /api/entries/262?periodo=2026
[2026-03-06T23:50:08.137Z] GET /api/entries/263?periodo=2026
[2026-03-06T23:50:08.137Z] GET /api/entries/264?periodo=2026
[2026-03-06T23:50:08.138Z] GET /api/entries/265?periodo=2026
[2026-03-06T23:50:08.138Z] GET /api/entries/266?periodo=2026
[2026-03-06T23:50:08.139Z] GET /api/entries/267?periodo=2026
[2026-03-06T23:50:08.139Z] GET /api/entries/268?periodo=2026
[2026-03-06T23:50:08.140Z] GET /api/entries/269?periodo=2026
[2026-03-06T23:50:08.140Z] GET /api/entries/270?periodo=2026
[2026-03-06T23:50:08.141Z] GET /api/entries/271?periodo=2026
[2026-03-06T23:50:08.141Z] GET /api/entries/272?periodo=2026
[2026-03-06T23:50:08.141Z] GET /api/entries/273?periodo=2026
[2026-03-06T23:50:08.142Z] GET /api/entries/275?periodo=2026
[2026-03-06T23:50:08.142Z] GET /api/entries/274?periodo=2026
[2026-03-06T23:50:08.143Z] GET /api/entries/276?periodo=2026
[2026-03-06T23:50:08.143Z] GET /api/entries/277?periodo=2026
[2026-03-06T23:50:08.143Z] GET /api/entries/278?periodo=2026
[2026-03-06T23:50:08.144Z] GET /api/entries/280?periodo=2026
[2026-03-06T23:50:08.144Z] GET /api/entries/279?periodo=2026
[2026-03-06T23:50:08.144Z] GET /api/entries/282?periodo=2026
[2026-03-06T23:50:08.146Z] GET /api/entries/281?periodo=2026
[2026-03-06T23:50:08.146Z] GET /api/entries/284?periodo=2026
[2026-03-06T23:50:08.146Z] GET /api/entries/283?periodo=2026
[2026-03-06T23:50:08.147Z] GET /api/entries/286?periodo=2026
[2026-03-06T23:50:08.147Z] GET /api/entries/285?periodo=2026
[2026-03-06T23:50:08.148Z] GET /api/entries/288?periodo=2026
[2026-03-06T23:50:08.149Z] GET /api/entries/289?periodo=2026
[2026-03-06T23:50:08.149Z] GET /api/entries/290?periodo=2026
[2026-03-06T23:50:08.149Z] GET /api/entries/293?periodo=2026
[2026-03-06T23:50:08.150Z] GET /api/entries/291?periodo=2026
[2026-03-06T23:50:08.150Z] GET /api/entries/292?periodo=2026
[2026-03-06T23:50:08.150Z] GET /api/entries/294?periodo=2026
[2026-03-06T23:50:08.151Z] GET /api/entries/295?periodo=2026
[2026-03-06T23:50:08.151Z] GET /api/entries/296?periodo=2026
[2026-03-06T23:50:08.152Z] GET /api/entries/297?periodo=2026
[2026-03-06T23:50:08.152Z] GET /api/entries/298?periodo=2026
[2026-03-06T23:50:08.152Z] GET /api/entries/301?periodo=2026
[2026-03-06T23:50:08.153Z] GET /api/entries/299?periodo=2026
[2026-03-06T23:50:08.154Z] GET /api/entries/300?periodo=2026
[2026-03-06T23:50:08.154Z] GET /api/entries/302?periodo=2026
[2026-03-06T23:50:08.154Z] GET /api/entries/303?periodo=2026
[2026-03-06T23:50:08.155Z] GET /api/entries/304?periodo=2026
[2026-03-06T23:50:08.155Z] GET /api/entries/305?periodo=2026
[2026-03-06T23:50:08.156Z] GET /api/entries/306?periodo=2026
[2026-03-06T23:50:08.156Z] GET /api/entries/307?periodo=2026
[2026-03-06T23:50:08.158Z] GET /api/entries/308?periodo=2026
[2026-03-06T23:50:08.159Z] GET /api/entries/309?periodo=2026
[2026-03-06T23:50:08.160Z] GET /api/entries/311?periodo=2026
[2026-03-06T23:50:08.160Z] GET /api/entries/313?periodo=2026
[2026-03-06T23:50:08.160Z] GET /api/entries/312?periodo=2026
[2026-03-06T23:50:08.161Z] GET /api/entries/314?periodo=2026
[2026-03-06T23:50:08.161Z] GET /api/entries/315?periodo=2026
[2026-03-06T23:50:08.162Z] GET /api/entries/316?periodo=2026
[2026-03-06T23:50:08.162Z] GET /api/entries/317?periodo=2026
[2026-03-06T23:50:08.162Z] GET /api/entries/318?periodo=2026
[2026-03-06T23:50:08.163Z] GET /api/entries/322?periodo=2026
[2026-03-06T23:50:08.164Z] GET /api/entries/324?periodo=2026
[2026-03-06T23:50:08.165Z] GET /api/entries/325?periodo=2026
[2026-03-06T23:50:08.165Z] GET /api/entries/326?periodo=2026
[2026-03-06T23:50:08.166Z] GET /api/entries/328?periodo=2026
[2026-03-06T23:50:08.166Z] GET /api/entries/327?periodo=2026
[2026-03-06T23:50:08.167Z] GET /api/entries/329?periodo=2026
[2026-03-06T23:50:08.167Z] GET /api/entries/332?periodo=2026
[2026-03-06T23:50:08.168Z] GET /api/entries/330?periodo=2026
[2026-03-06T23:50:08.168Z] GET /api/entries/331?periodo=2026
[2026-03-06T23:50:08.168Z] GET /api/entries/333?periodo=2026
[2026-03-06T23:50:08.169Z] GET /api/entries/334?periodo=2026
[2026-03-06T23:50:08.169Z] GET /api/entries/336?periodo=2026
[2026-03-06T23:50:08.169Z] GET /api/entries/337?periodo=2026
[2026-03-06T23:50:08.170Z] GET /api/entries/335?periodo=2026
[2026-03-06T23:50:08.170Z] GET /api/entries/341?periodo=2026
[2026-03-06T23:50:08.171Z] GET /api/entries/342?periodo=2026
[2026-03-06T23:50:08.171Z] GET /api/entries/343?periodo=2026
[2026-03-06T23:50:08.172Z] GET /api/entries/344?periodo=2026
[2026-03-06T23:50:08.172Z] GET /api/entries/347?periodo=2026
[2026-03-06T23:50:08.172Z] GET /api/entries/348?periodo=2026
[2026-03-06T23:50:08.173Z] GET /api/entries/349?periodo=2026
[2026-03-06T23:50:08.173Z] GET /api/entries/350?periodo=2026
[2026-03-06T23:50:08.174Z] GET /api/entries/351?periodo=2026
[2026-03-06T23:50:08.174Z] GET /api/entries/352?periodo=2026
[2026-03-06T23:50:08.174Z] GET /api/entries/353?periodo=2026
[2026-03-06T23:50:08.175Z] GET /api/entries/357?periodo=2026
[2026-03-06T23:50:08.175Z] GET /api/entries/354?periodo=2026
[2026-03-06T23:50:08.176Z] GET /api/entries/355?periodo=2026
[2026-03-06T23:50:08.176Z] GET /api/entries/356?periodo=2026
[2026-03-06T23:50:08.176Z] GET /api/entries/359?periodo=2026
[2026-03-06T23:50:08.177Z] GET /api/entries/360?periodo=2026
[2026-03-06T23:50:08.177Z] GET /api/entries/361?periodo=2026
[2026-03-06T23:50:08.177Z] GET /api/entries/358?periodo=2026
[2026-03-06T23:50:08.178Z] GET /api/entries/363?periodo=2026
[2026-03-06T23:50:08.178Z] GET /api/entries/364?periodo=2026
[2026-03-06T23:50:08.179Z] GET /api/entries/365?periodo=2026
[2026-03-06T23:50:08.179Z] GET /api/entries/362?periodo=2026
[2026-03-06T23:50:08.180Z] GET /api/entries/367?periodo=2026
[2026-03-06T23:50:08.180Z] GET /api/entries/368?periodo=2026
[2026-03-06T23:50:08.180Z] GET /api/entries/369?periodo=2026
[2026-03-06T23:50:08.181Z] GET /api/entries/366?periodo=2026
[2026-03-06T23:50:08.181Z] GET /api/entries/371?periodo=2026
[2026-03-06T23:50:08.182Z] GET /api/entries/372?periodo=2026
[2026-03-06T23:50:08.182Z] GET /api/entries/373?periodo=2026
[2026-03-06T23:50:08.182Z] GET /api/entries/370?periodo=2026
[2026-03-06T23:50:08.183Z] GET /api/entries/375?periodo=2026
[2026-03-06T23:50:08.184Z] GET /api/entries/376?periodo=2026
[2026-03-06T23:50:08.184Z] GET /api/entries/374?periodo=2026
[2026-03-06T23:50:08.184Z] GET /api/entries/378?periodo=2026
[2026-03-06T23:50:08.185Z] GET /api/entries/379?periodo=2026
[2026-03-06T23:50:08.185Z] GET /api/entries/377?periodo=2026
[2026-03-06T23:50:08.186Z] GET /api/entries/381?periodo=2026
[2026-03-06T23:50:08.186Z] GET /api/entries/382?periodo=2026
[2026-03-06T23:50:08.187Z] GET /api/entries/380?periodo=2026
[2026-03-06T23:50:08.187Z] GET /api/entries/383?periodo=2026
[2026-03-06T23:50:08.187Z] GET /api/entries/385?periodo=2026
[2026-03-06T23:50:08.188Z] GET /api/entries/386?periodo=2026
[2026-03-06T23:50:08.189Z] GET /api/entries/384?periodo=2026
[2026-03-06T23:50:08.189Z] GET /api/entries/387?periodo=2026
[2026-03-06T23:50:08.189Z] GET /api/entries/388?periodo=2026
[2026-03-06T23:50:08.189Z] GET /api/entries/389?periodo=2026
[2026-03-06T23:50:08.190Z] GET /api/entries/390?periodo=2026
[2026-03-06T23:50:08.191Z] GET /api/entries/391?periodo=2026
[2026-03-06T23:50:08.192Z] GET /api/entries/392?periodo=2026
[2026-03-06T23:50:08.192Z] GET /api/entries/393?periodo=2026
[2026-03-06T23:50:08.193Z] GET /api/entries/395?periodo=2026
[2026-03-06T23:50:08.193Z] GET /api/entries/394?periodo=2026
[2026-03-06T23:50:08.193Z] GET /api/entries/397?periodo=2026
[2026-03-06T23:50:08.194Z] GET /api/entries/396?periodo=2026
[2026-03-06T23:50:08.194Z] GET /api/entries/398?periodo=2026
[2026-03-06T23:50:08.194Z] GET /api/entries/400?periodo=2026
[2026-03-06T23:50:08.196Z] GET /api/entries/401?periodo=2026
[2026-03-06T23:50:08.196Z] GET /api/entries/399?periodo=2026
[2026-03-06T23:50:08.197Z] GET /api/entries/403?periodo=2026
[2026-03-06T23:50:08.197Z] GET /api/entries/404?periodo=2026
[2026-03-06T23:50:08.197Z] GET /api/entries/402?periodo=2026
[2026-03-06T23:50:08.198Z] GET /api/entries/406?periodo=2026
[2026-03-06T23:50:08.198Z] GET /api/entries/407?periodo=2026
[2026-03-06T23:50:08.198Z] GET /api/entries/405?periodo=2026
[2026-03-06T23:50:08.199Z] GET /api/entries/408?periodo=2026
[2026-03-06T23:50:08.200Z] GET /api/entries/411?periodo=2026
[2026-03-06T23:50:08.200Z] GET /api/entries/412?periodo=2026
[2026-03-06T23:50:08.200Z] GET /api/entries/413?periodo=2026
[2026-03-06T23:50:08.200Z] GET /api/entries/409?periodo=2026
[2026-03-06T23:50:08.201Z] GET /api/entries/410?periodo=2026
[2026-03-06T23:50:08.201Z] GET /api/entries/415?periodo=2026
[2026-03-06T23:50:08.201Z] GET /api/entries/416?periodo=2026
[2026-03-06T23:50:08.202Z] GET /api/entries/417?periodo=2026
[2026-03-06T23:50:08.202Z] GET /api/entries/414?periodo=2026
[2026-03-06T23:50:08.203Z] OPTIONS /api/entries/2?periodo=2026
[2026-03-06T23:50:08.203Z] OPTIONS /api/entries/3?periodo=2026
[2026-03-06T23:50:08.203Z] OPTIONS /api/entries/4?periodo=2026
[2026-03-06T23:50:08.203Z] OPTIONS /api/entries/6?periodo=2026
[2026-03-06T23:50:08.203Z] OPTIONS /api/entries/5?periodo=2026
[2026-03-06T23:50:08.203Z] OPTIONS /api/entries/8?periodo=2026
[2026-03-06T23:50:08.203Z] OPTIONS /api/entries/7?periodo=2026
[2026-03-06T23:50:08.203Z] OPTIONS /api/entries/10?periodo=2026
[2026-03-06T23:50:08.203Z] OPTIONS /api/entries/9?periodo=2026
[2026-03-06T23:50:08.203Z] OPTIONS /api/entries/12?periodo=2026
[2026-03-06T23:50:08.203Z] OPTIONS /api/entries/11?periodo=2026
[2026-03-06T23:50:08.203Z] OPTIONS /api/entries/14?periodo=2026
[2026-03-06T23:50:08.203Z] OPTIONS /api/entries/13?periodo=2026
[2026-03-06T23:50:08.203Z] OPTIONS /api/entries/16?periodo=2026
[2026-03-06T23:50:08.203Z] OPTIONS /api/entries/15?periodo=2026
[2026-03-06T23:50:08.203Z] OPTIONS /api/entries/18?periodo=2026
[2026-03-06T23:50:08.203Z] OPTIONS /api/entries/17?periodo=2026
[2026-03-06T23:50:08.203Z] OPTIONS /api/entries/21?periodo=2026
[2026-03-06T23:50:08.204Z] OPTIONS /api/entries/19?periodo=2026
[2026-03-06T23:50:08.204Z] OPTIONS /api/entries/23?periodo=2026
[2026-03-06T23:50:08.204Z] OPTIONS /api/entries/22?periodo=2026
[2026-03-06T23:50:08.204Z] OPTIONS /api/entries/24?periodo=2026
[2026-03-06T23:50:08.204Z] OPTIONS /api/entries/25?periodo=2026
[2026-03-06T23:50:08.204Z] OPTIONS /api/entries/26?periodo=2026
[2026-03-06T23:50:08.204Z] OPTIONS /api/entries/28?periodo=2026
[2026-03-06T23:50:08.204Z] OPTIONS /api/entries/29?periodo=2026
[2026-03-06T23:50:08.204Z] OPTIONS /api/entries/30?periodo=2026
[2026-03-06T23:50:08.204Z] OPTIONS /api/entries/32?periodo=2026
[2026-03-06T23:50:08.204Z] OPTIONS /api/entries/31?periodo=2026
[2026-03-06T23:50:08.204Z] OPTIONS /api/entries/33?periodo=2026
[2026-03-06T23:50:08.205Z] OPTIONS /api/entries/34?periodo=2026
[2026-03-06T23:50:08.205Z] OPTIONS /api/entries/35?periodo=2026
[2026-03-06T23:50:08.205Z] OPTIONS /api/entries/36?periodo=2026
[2026-03-06T23:50:08.205Z] OPTIONS /api/entries/37?periodo=2026
[2026-03-06T23:50:08.205Z] OPTIONS /api/entries/39?periodo=2026
[2026-03-06T23:50:08.205Z] OPTIONS /api/entries/40?periodo=2026
[2026-03-06T23:50:08.205Z] OPTIONS /api/entries/41?periodo=2026
[2026-03-06T23:50:08.205Z] OPTIONS /api/entries/45?periodo=2026
[2026-03-06T23:50:08.205Z] OPTIONS /api/entries/46?periodo=2026
[2026-03-06T23:50:08.205Z] OPTIONS /api/entries/42?periodo=2026
[2026-03-06T23:50:08.205Z] OPTIONS /api/entries/43?periodo=2026
[2026-03-06T23:50:08.205Z] OPTIONS /api/entries/49?periodo=2026
[2026-03-06T23:50:08.205Z] OPTIONS /api/entries/50?periodo=2026
[2026-03-06T23:50:08.206Z] OPTIONS /api/entries/47?periodo=2026
[2026-03-06T23:50:08.206Z] OPTIONS /api/entries/48?periodo=2026
[2026-03-06T23:50:08.206Z] OPTIONS /api/entries/53?periodo=2026
[2026-03-06T23:50:08.206Z] OPTIONS /api/entries/54?periodo=2026
[2026-03-06T23:50:08.206Z] OPTIONS /api/entries/51?periodo=2026
[2026-03-06T23:50:08.206Z] OPTIONS /api/entries/52?periodo=2026
[2026-03-06T23:50:08.206Z] OPTIONS /api/entries/58?periodo=2026
[2026-03-06T23:50:08.206Z] OPTIONS /api/entries/59?periodo=2026
[2026-03-06T23:50:08.206Z] OPTIONS /api/entries/56?periodo=2026
[2026-03-06T23:50:08.206Z] OPTIONS /api/entries/57?periodo=2026
[2026-03-06T23:50:08.206Z] OPTIONS /api/entries/62?periodo=2026
[2026-03-06T23:50:08.206Z] OPTIONS /api/entries/60?periodo=2026
[2026-03-06T23:50:08.206Z] OPTIONS /api/entries/61?periodo=2026
[2026-03-06T23:50:08.206Z] OPTIONS /api/entries/67?periodo=2026
[2026-03-06T23:50:08.206Z] OPTIONS /api/entries/63?periodo=2026
[2026-03-06T23:50:08.207Z] OPTIONS /api/entries/65?periodo=2026
[2026-03-06T23:50:08.207Z] OPTIONS /api/entries/66?periodo=2026
[2026-03-06T23:50:08.207Z] OPTIONS /api/entries/71?periodo=2026
[2026-03-06T23:50:08.207Z] OPTIONS /api/entries/72?periodo=2026
[2026-03-06T23:50:08.207Z] OPTIONS /api/entries/73?periodo=2026
[2026-03-06T23:50:08.207Z] OPTIONS /api/entries/69?periodo=2026
[2026-03-06T23:50:08.207Z] OPTIONS /api/entries/70?periodo=2026
[2026-03-06T23:50:08.207Z] OPTIONS /api/entries/74?periodo=2026
[2026-03-06T23:50:08.207Z] OPTIONS /api/entries/75?periodo=2026
[2026-03-06T23:50:08.207Z] OPTIONS /api/entries/76?periodo=2026
[2026-03-06T23:50:08.207Z] OPTIONS /api/entries/77?periodo=2026
[2026-03-06T23:50:08.207Z] OPTIONS /api/entries/78?periodo=2026
[2026-03-06T23:50:08.207Z] OPTIONS /api/entries/79?periodo=2026
[2026-03-06T23:50:08.207Z] OPTIONS /api/entries/81?periodo=2026
[2026-03-06T23:50:08.207Z] OPTIONS /api/entries/82?periodo=2026
[2026-03-06T23:50:08.207Z] OPTIONS /api/entries/83?periodo=2026
[2026-03-06T23:50:08.208Z] OPTIONS /api/entries/84?periodo=2026
[2026-03-06T23:50:08.208Z] OPTIONS /api/entries/85?periodo=2026
[2026-03-06T23:50:08.208Z] OPTIONS /api/entries/86?periodo=2026
[2026-03-06T23:50:08.208Z] OPTIONS /api/entries/87?periodo=2026
[2026-03-06T23:50:08.208Z] OPTIONS /api/entries/93?periodo=2026
[2026-03-06T23:50:08.208Z] OPTIONS /api/entries/95?periodo=2026
[2026-03-06T23:50:08.208Z] OPTIONS /api/entries/89?periodo=2026
[2026-03-06T23:50:08.208Z] OPTIONS /api/entries/91?periodo=2026
[2026-03-06T23:50:08.208Z] OPTIONS /api/entries/92?periodo=2026
[2026-03-06T23:50:08.208Z] OPTIONS /api/entries/97?periodo=2026
[2026-03-06T23:50:08.208Z] OPTIONS /api/entries/98?periodo=2026
[2026-03-06T23:50:08.209Z] OPTIONS /api/entries/99?periodo=2026
[2026-03-06T23:50:08.209Z] OPTIONS /api/entries/100?periodo=2026
[2026-03-06T23:50:08.209Z] OPTIONS /api/entries/96?periodo=2026
[2026-03-06T23:50:08.209Z] OPTIONS /api/entries/102?periodo=2026
[2026-03-06T23:50:08.209Z] OPTIONS /api/entries/103?periodo=2026
[2026-03-06T23:50:08.209Z] OPTIONS /api/entries/104?periodo=2026
[2026-03-06T23:50:08.209Z] OPTIONS /api/entries/107?periodo=2026
[2026-03-06T23:50:08.209Z] OPTIONS /api/entries/101?periodo=2026
[2026-03-06T23:50:08.209Z] OPTIONS /api/entries/110?periodo=2026
[2026-03-06T23:50:08.209Z] OPTIONS /api/entries/111?periodo=2026
[2026-03-06T23:50:08.209Z] OPTIONS /api/entries/112?periodo=2026
[2026-03-06T23:50:08.209Z] OPTIONS /api/entries/108?periodo=2026
[2026-03-06T23:50:08.209Z] OPTIONS /api/entries/115?periodo=2026
[2026-03-06T23:50:08.209Z] OPTIONS /api/entries/116?periodo=2026
[2026-03-06T23:50:08.209Z] OPTIONS /api/entries/113?periodo=2026
[2026-03-06T23:50:08.209Z] OPTIONS /api/entries/114?periodo=2026
[2026-03-06T23:50:08.209Z] OPTIONS /api/entries/119?periodo=2026
[2026-03-06T23:50:08.209Z] OPTIONS /api/entries/120?periodo=2026
[2026-03-06T23:50:08.209Z] OPTIONS /api/entries/117?periodo=2026
[2026-03-06T23:50:08.209Z] OPTIONS /api/entries/118?periodo=2026
[2026-03-06T23:50:08.210Z] OPTIONS /api/entries/123?periodo=2026
[2026-03-06T23:50:08.210Z] OPTIONS /api/entries/124?periodo=2026
[2026-03-06T23:50:08.210Z] OPTIONS /api/entries/125?periodo=2026
[2026-03-06T23:50:08.210Z] OPTIONS /api/entries/121?periodo=2026
[2026-03-06T23:50:08.210Z] OPTIONS /api/entries/122?periodo=2026
[2026-03-06T23:50:08.210Z] OPTIONS /api/entries/127?periodo=2026
[2026-03-06T23:50:08.210Z] OPTIONS /api/entries/128?periodo=2026
[2026-03-06T23:50:08.210Z] OPTIONS /api/entries/129?periodo=2026
[2026-03-06T23:50:08.210Z] OPTIONS /api/entries/126?periodo=2026
[2026-03-06T23:50:08.210Z] OPTIONS /api/entries/132?periodo=2026
[2026-03-06T23:50:08.210Z] OPTIONS /api/entries/133?periodo=2026
[2026-03-06T23:50:08.210Z] OPTIONS /api/entries/130?periodo=2026
[2026-03-06T23:50:08.210Z] OPTIONS /api/entries/131?periodo=2026
[2026-03-06T23:50:08.210Z] OPTIONS /api/entries/136?periodo=2026
[2026-03-06T23:50:08.210Z] OPTIONS /api/entries/137?periodo=2026
[2026-03-06T23:50:08.210Z] OPTIONS /api/entries/134?periodo=2026
[2026-03-06T23:50:08.210Z] OPTIONS /api/entries/135?periodo=2026
[2026-03-06T23:50:08.210Z] OPTIONS /api/entries/140?periodo=2026
[2026-03-06T23:50:08.210Z] OPTIONS /api/entries/141?periodo=2026
[2026-03-06T23:50:08.210Z] OPTIONS /api/entries/138?periodo=2026
[2026-03-06T23:50:08.210Z] OPTIONS /api/entries/139?periodo=2026
[2026-03-06T23:50:08.211Z] OPTIONS /api/entries/144?periodo=2026
[2026-03-06T23:50:08.211Z] OPTIONS /api/entries/145?periodo=2026
[2026-03-06T23:50:08.211Z] OPTIONS /api/entries/142?periodo=2026
[2026-03-06T23:50:08.211Z] OPTIONS /api/entries/143?periodo=2026
[2026-03-06T23:50:08.211Z] OPTIONS /api/entries/148?periodo=2026
[2026-03-06T23:50:08.211Z] OPTIONS /api/entries/149?periodo=2026
[2026-03-06T23:50:08.211Z] OPTIONS /api/entries/150?periodo=2026
[2026-03-06T23:50:08.211Z] OPTIONS /api/entries/146?periodo=2026
[2026-03-06T23:50:08.211Z] OPTIONS /api/entries/147?periodo=2026
[2026-03-06T23:50:08.211Z] OPTIONS /api/entries/152?periodo=2026
[2026-03-06T23:50:08.211Z] OPTIONS /api/entries/153?periodo=2026
[2026-03-06T23:50:08.211Z] OPTIONS /api/entries/154?periodo=2026
[2026-03-06T23:50:08.211Z] OPTIONS /api/entries/151?periodo=2026
[2026-03-06T23:50:08.211Z] OPTIONS /api/entries/158?periodo=2026
[2026-03-06T23:50:08.211Z] OPTIONS /api/entries/155?periodo=2026
[2026-03-06T23:50:08.211Z] OPTIONS /api/entries/156?periodo=2026
[2026-03-06T23:50:08.211Z] OPTIONS /api/entries/159?periodo=2026
[2026-03-06T23:50:08.211Z] OPTIONS /api/entries/160?periodo=2026
[2026-03-06T23:50:08.211Z] OPTIONS /api/entries/161?periodo=2026
[2026-03-06T23:50:08.212Z] OPTIONS /api/entries/162?periodo=2026
[2026-03-06T23:50:08.212Z] OPTIONS /api/entries/163?periodo=2026
[2026-03-06T23:50:08.212Z] OPTIONS /api/entries/164?periodo=2026
[2026-03-06T23:50:08.212Z] OPTIONS /api/entries/166?periodo=2026
[2026-03-06T23:50:08.212Z] OPTIONS /api/entries/167?periodo=2026
[2026-03-06T23:50:08.212Z] OPTIONS /api/entries/168?periodo=2026
[2026-03-06T23:50:08.212Z] OPTIONS /api/entries/169?periodo=2026
[2026-03-06T23:50:08.212Z] OPTIONS /api/entries/170?periodo=2026
[2026-03-06T23:50:08.212Z] OPTIONS /api/entries/171?periodo=2026
[2026-03-06T23:50:08.212Z] OPTIONS /api/entries/172?periodo=2026
[2026-03-06T23:50:08.212Z] OPTIONS /api/entries/173?periodo=2026
[2026-03-06T23:50:08.212Z] OPTIONS /api/entries/174?periodo=2026
[2026-03-06T23:50:08.212Z] OPTIONS /api/entries/175?periodo=2026
[2026-03-06T23:50:08.212Z] OPTIONS /api/entries/176?periodo=2026
[2026-03-06T23:50:08.212Z] OPTIONS /api/entries/177?periodo=2026
[2026-03-06T23:50:08.212Z] OPTIONS /api/entries/178?periodo=2026
[2026-03-06T23:50:08.212Z] OPTIONS /api/entries/179?periodo=2026
[2026-03-06T23:50:08.212Z] OPTIONS /api/entries/180?periodo=2026
[2026-03-06T23:50:08.212Z] OPTIONS /api/entries/181?periodo=2026
[2026-03-06T23:50:08.212Z] OPTIONS /api/entries/182?periodo=2026
[2026-03-06T23:50:08.213Z] OPTIONS /api/entries/184?periodo=2026
[2026-03-06T23:50:08.213Z] OPTIONS /api/entries/183?periodo=2026
[2026-03-06T23:50:08.213Z] GET /api/entries/308?periodo=2026
[2026-03-06T23:50:08.213Z] OPTIONS /api/entries/188?periodo=2026
[2026-03-06T23:50:08.213Z] GET /api/entries/309?periodo=2026
[2026-03-06T23:50:08.214Z] OPTIONS /api/entries/185?periodo=2026
[2026-03-06T23:50:08.214Z] OPTIONS /api/entries/186?periodo=2026
[2026-03-06T23:50:08.214Z] OPTIONS /api/entries/187?periodo=2026
[2026-03-06T23:50:08.214Z] GET /api/entries/311?periodo=2026
[2026-03-06T23:50:08.214Z] OPTIONS /api/entries/189?periodo=2026
[2026-03-06T23:50:08.214Z] GET /api/entries/313?periodo=2026
[2026-03-06T23:50:08.215Z] OPTIONS /api/entries/190?periodo=2026
[2026-03-06T23:50:08.215Z] OPTIONS /api/entries/191?periodo=2026
[2026-03-06T23:50:08.215Z] OPTIONS /api/entries/192?periodo=2026
[2026-03-06T23:50:08.215Z] OPTIONS /api/entries/193?periodo=2026
[2026-03-06T23:50:08.215Z] OPTIONS /api/entries/194?periodo=2026
[2026-03-06T23:50:08.215Z] OPTIONS /api/entries/195?periodo=2026
[2026-03-06T23:50:08.215Z] OPTIONS /api/entries/196?periodo=2026
[2026-03-06T23:50:08.215Z] OPTIONS /api/entries/197?periodo=2026
[2026-03-06T23:50:08.216Z] OPTIONS /api/entries/198?periodo=2026
[2026-03-06T23:50:08.216Z] GET /api/entries/312?periodo=2026
[2026-03-06T23:50:08.216Z] OPTIONS /api/entries/199?periodo=2026
[2026-03-06T23:50:08.216Z] GET /api/entries/314?periodo=2026
[2026-03-06T23:50:08.216Z] OPTIONS /api/entries/200?periodo=2026
[2026-03-06T23:50:08.216Z] OPTIONS /api/entries/201?periodo=2026
[2026-03-06T23:50:08.216Z] GET /api/entries/315?periodo=2026
[2026-03-06T23:50:08.217Z] OPTIONS /api/entries/202?periodo=2026
[2026-03-06T23:50:08.217Z] OPTIONS /api/entries/203?periodo=2026
[2026-03-06T23:50:08.217Z] OPTIONS /api/entries/204?periodo=2026
